window_id,start_timestamp,end_timestamp,rows,score95_rows,win_rate,loss_rate,avg_profit,status
1,2026-06-27T13:05:29.561188+00:00,2026-06-27T13:05:49.272807+00:00,2,0,,,,LOW_SAMPLE
