timestamp,symbol,price,score,base_score,regime_name,regime_score,pre_flow_score,flow_adjustment,funding_zscore,oi_expansion_rate,taker_delta,pressure_score,squeeze_probability,flow_state,whale_activity,squeeze_risk,funding_warning,regime_model,regime_model_adjustment,adaptive_confidence_score,model_confidence,expected_behavior,volume_spike,breakout,liquidity_sweep,taker_buy_ratio,funding,open_interest
2026-05-15T08:27:58.210955+00:00,CLUSDT,100.3,75,85,SIDEWAYS / CHOPPY,60,70,15,0.8560898626490749,7.995006611379394,0.12718972156892952,83.05219037298664,20.0,WHALE ACCUMULATION,WHALE ACCUMULATION,LOW,,MeanReversionModel,-9.43,75.57,75.57,"Reclaim after sweep, exhaustion fade, failed breakout filter.",5.725040958964988,True,False,0.5675941185752978,-7.641e-05,1255434.71
2026-05-15T08:29:42.174536+00:00,CLUSDT,100.36,75,85,SIDEWAYS / CHOPPY,60,70,15,0.8560898626490749,7.995006611379394,0.1282747470613183,83.31127179285843,20.0,WHALE ACCUMULATION,WHALE ACCUMULATION,LOW,,MeanReversionModel,-9.44,75.56,75.56,"Reclaim after sweep, exhaustion fade, failed breakout filter.",6.585276162880705,True,False,0.5650887862578051,-7.641e-05,1260460.32
